Project,Resource,Segment Start,Segment End,Soft Allocation
ID1016,paulLewis,01.Dec.2024,01.Jan.2025,0.0
ID1016,paulLewis,01.Jan.2025,01.Feb.2025,0.0
ID1016,paulLewis,01.Feb.2025,01.Mar.2025,0.0
ID1016,paulLewis,01.Mar.2025,01.Apr.2025,0.0
ID1016,paulLewis,01.Apr.2025,01.May.2025,0.0
ID1016,paulLewis,01.May.2025,01.Jun.2025,0.0
ID1016,paulLewis,01.Jun.2025,01.Jul.2025,0.0
ID1016,paulLewis,01.Jul.2025,01.Aug.2025,0.0
ID1016,paulLewis,01.Aug.2025,01.Sep.2025,0.0
ID1016,paulLewis,01.Sep.2025,01.Oct.2025,0.0
ID1016,paulLewis,01.Oct.2025,01.Nov.2025,0.0
ID1016,paulLewis,01.Nov.2025,01.Dec.2025,0.0
ID1016,paulLewis,01.Dec.2025,01.Jan.2026,0.0
ID1017,paulMartin,01.Jan.2023,01.Feb.2023,0.0
ID1017,paulMartin,01.Feb.2023,01.Mar.2023,0.0
ID1017,paulMartin,01.Mar.2023,01.Apr.2023,0.0
ID1017,paulMartin,01.Apr.2023,01.May.2023,0.0
ID1017,paulMartin,01.May.2023,01.Jun.2023,0.0
ID1017,paulMartin,01.Jun.2023,01.Jul.2023,0.0
ID1017,paulMartin,01.Jul.2023,01.Aug.2023,0.0
ID1017,paulMartin,01.Aug.2023,01.Sep.2023,0.0
ID1017,paulMartin,01.Sep.2023,01.Oct.2023,0.0
ID1017,paulMartin,01.Oct.2023,01.Nov.2023,0.0
ID1017,paulMartin,01.Nov.2023,01.Dec.2023,0.0
ID1017,paulMartin,01.Dec.2023,01.Jan.2024,0.0
ID1017,paulMartin,01.Jan.2024,01.Feb.2024,0.0
ID1017,paulMartin,01.Feb.2024,01.Mar.2024,0.0
ID1017,paulMartin,01.Mar.2024,01.Apr.2024,0.0
ID1017,paulMartin,01.Apr.2024,01.May.2024,0.0
ID1017,paulMartin,01.May.2024,01.Jun.2024,0.0
ID1017,paulMartin,01.Jun.2024,01.Jul.2024,0.0
ID1017,paulMartin,01.Jul.2024,01.Aug.2024,0.0
ID1017,paulMartin,01.Aug.2024,01.Sep.2024,0.0
ID1017,paulMartin,01.Sep.2024,01.Oct.2024,0.0
ID1017,paulMartin,01.Oct.2024,01.Nov.2024,0.0
ID1017,paulMartin,01.Nov.2024,01.Dec.2024,0.0
ID1017,paulMartin,01.Dec.2024,01.Jan.2025,0.0
ID1017,paulMartin,01.Jan.2025,01.Feb.2025,0.0
ID1017,paulMartin,01.Feb.2025,01.Mar.2025,0.0
ID1017,paulMartin,01.Mar.2025,01.Apr.2025,0.0
ID1017,paulMartin,01.Apr.2025,01.May.2025,0.0
ID1017,paulMartin,01.May.2025,01.Jun.2025,0.0
ID1017,paulMartin,01.Jun.2025,01.Jul.2025,0.0
ID1017,paulMartin,01.Jul.2025,01.Aug.2025,0.0
ID1017,paulMartin,01.Aug.2025,01.Sep.2025,0.0
ID1017,paulMartin,01.Sep.2025,01.Oct.2025,0.0
ID1017,paulMartin,01.Oct.2025,01.Nov.2025,0.0
ID1017,paulMartin,01.Nov.2025,01.Dec.2025,0.0
ID1017,paulMartin,01.Dec.2025,01.Jan.2026,0.0
ID1018,johnMcCarthy,01.Jan.2023,01.Feb.2023,0.0
ID1018,johnMcCarthy,01.Feb.2023,01.Mar.2023,0.0
ID1018,johnMcCarthy,01.Mar.2023,01.Apr.2023,0.0
ID1018,johnMcCarthy,01.Apr.2023,01.May.2023,0.0
ID1018,johnMcCarthy,01.May.2023,01.Jun.2023,0.0
ID1018,johnMcCarthy,01.Jun.2023,01.Jul.2023,0.0
ID1018,johnMcCarthy,01.Jul.2023,01.Aug.2023,0.0
ID1018,johnMcCarthy,01.Aug.2023,01.Sep.2023,0.0
ID1018,johnMcCarthy,01.Sep.2023,01.Oct.2023,0.0
ID1018,johnMcCarthy,01.Oct.2023,01.Nov.2023,0.0
ID1018,johnMcCarthy,01.Nov.2023,01.Dec.2023,0.0
ID1018,johnMcCarthy,01.Dec.2023,01.Jan.2024,0.0
ID1018,johnMcCarthy,01.Jan.2024,01.Feb.2024,0.0
ID1018,johnMcCarthy,01.Feb.2024,01.Mar.2024,0.0
ID1018,johnMcCarthy,01.Mar.2024,01.Apr.2024,0.0
ID1018,johnMcCarthy,01.Apr.2024,01.May.2024,0.0
ID1018,johnMcCarthy,01.May.2024,01.Jun.2024,0.0
ID1018,johnMcCarthy,01.Jun.2024,01.Jul.2024,0.0
ID1018,johnMcCarthy,01.Jul.2024,01.Aug.2024,0.0
ID1018,johnMcCarthy,01.Aug.2024,01.Sep.2024,0.0
ID1018,johnMcCarthy,01.Sep.2024,01.Oct.2024,0.0
ID1018,johnMcCarthy,01.Oct.2024,01.Nov.2024,0.0
ID1018,johnMcCarthy,01.Nov.2024,01.Dec.2024,0.0
ID1018,johnMcCarthy,01.Dec.2024,01.Jan.2025,0.0
ID1018,johnMcCarthy,01.Jan.2025,01.Feb.2025,0.0
ID1018,johnMcCarthy,01.Feb.2025,01.Mar.2025,0.0
ID1018,johnMcCarthy,01.Mar.2025,01.Apr.2025,0.0
ID1018,johnMcCarthy,01.Apr.2025,01.May.2025,0.0
ID1018,johnMcCarthy,01.May.2025,01.Jun.2025,0.0
ID1018,johnMcCarthy,01.Jun.2025,01.Jul.2025,0.0
ID1018,johnMcCarthy,01.Jul.2025,01.Aug.2025,0.0
ID1018,johnMcCarthy,01.Aug.2025,01.Sep.2025,0.0
ID1018,johnMcCarthy,01.Sep.2025,01.Oct.2025,0.0
ID1018,johnMcCarthy,01.Oct.2025,01.Nov.2025,0.0
ID1018,johnMcCarthy,01.Nov.2025,01.Dec.2025,0.0
ID1018,johnMcCarthy,01.Dec.2025,01.Jan.2026,0.0
ID1019,robynPaxton,01.Jan.2023,01.Feb.2023,0.0
ID1019,robynPaxton,01.Feb.2023,01.Mar.2023,0.0
ID1019,robynPaxton,01.Mar.2023,01.Apr.2023,0.0
ID1019,robynPaxton,01.Apr.2023,01.May.2023,0.0
ID1019,robynPaxton,01.May.2023,01.Jun.2023,0.0
ID1019,robynPaxton,01.Jun.2023,01.Jul.2023,0.0
ID1019,robynPaxton,01.Jul.2023,01.Aug.2023,0.0
ID1019,robynPaxton,01.Aug.2023,01.Sep.2023,0.0
ID1019,robynPaxton,01.Sep.2023,01.Oct.2023,0.0
ID1019,robynPaxton,01.Oct.2023,01.Nov.2023,0.0
ID1019,robynPaxton,01.Nov.2023,01.Dec.2023,0.0
ID1019,robynPaxton,01.Dec.2023,01.Jan.2024,0.0
ID1019,robynPaxton,01.Jan.2024,01.Feb.2024,0.0
ID1019,robynPaxton,01.Feb.2024,01.Mar.2024,0.0
ID1019,robynPaxton,01.Mar.2024,01.Apr.2024,0.0
ID1019,robynPaxton,01.Apr.2024,01.May.2024,0.0
ID1019,robynPaxton,01.May.2024,01.Jun.2024,0.0
ID1019,robynPaxton,01.Jun.2024,01.Jul.2024,0.0
ID1019,robynPaxton,01.Jul.2024,01.Aug.2024,0.0
ID1019,robynPaxton,01.Aug.2024,01.Sep.2024,0.0
ID1019,robynPaxton,01.Sep.2024,01.Oct.2024,0.0
ID1019,robynPaxton,01.Oct.2024,01.Nov.2024,0.0
ID1019,robynPaxton,01.Nov.2024,01.Dec.2024,0.0
ID1019,robynPaxton,01.Dec.2024,01.Jan.2025,0.0
ID1019,robynPaxton,01.Jan.2025,01.Feb.2025,0.0
ID1019,robynPaxton,01.Feb.2025,01.Mar.2025,0.0
ID1019,robynPaxton,01.Mar.2025,01.Apr.2025,0.0
ID1019,robynPaxton,01.Apr.2025,01.May.2025,0.0
ID1019,robynPaxton,01.May.2025,01.Jun.2025,0.0
ID1019,robynPaxton,01.Jun.2025,01.Jul.2025,0.0
ID1019,robynPaxton,01.Jul.2025,01.Aug.2025,0.0
ID1019,robynPaxton,01.Aug.2025,01.Sep.2025,0.0
ID1019,robynPaxton,01.Sep.2025,01.Oct.2025,0.0
ID1019,robynPaxton,01.Oct.2025,01.Nov.2025,0.0
ID1019,robynPaxton,01.Nov.2025,01.Dec.2025,0.0
ID1019,robynPaxton,01.Dec.2025,01.Jan.2026,0.0
ID1019,csk.testEngineer,01.Jan.2023,01.Feb.2023,0.0
ID1019,csk.testEngineer,01.Feb.2023,01.Mar.2023,0.0
ID1019,csk.testEngineer,01.Mar.2023,01.Apr.2023,0.0
ID1019,csk.testEngineer,01.Apr.2023,01.May.2023,0.0
ID1019,csk.testEngineer,01.May.2023,01.Jun.2023,0.0
ID1019,csk.testEngineer,01.Jun.2023,01.Jul.2023,0.0
ID1019,csk.testEngineer,01.Jul.2023,01.Aug.2023,0.0
ID1019,csk.testEngineer,01.Aug.2023,01.Sep.2023,0.0
ID1019,csk.testEngineer,01.Sep.2023,01.Oct.2023,0.0
ID1019,csk.testEngineer,01.Oct.2023,01.Nov.2023,0.0
ID1019,csk.testEngineer,01.Nov.2023,01.Dec.2023,0.0
ID1019,csk.testEngineer,01.Dec.2023,01.Jan.2024,0.0
ID1019,csk.testEngineer,01.Jan.2024,01.Feb.2024,0.0
ID1019,csk.testEngineer,01.Feb.2024,01.Mar.2024,0.0
ID1019,csk.testEngineer,01.Mar.2024,01.Apr.2024,0.0
ID1019,csk.testEngineer,01.Apr.2024,01.May.2024,0.0
ID1019,csk.testEngineer,01.May.2024,01.Jun.2024,0.0
ID1019,csk.testEngineer,01.Jun.2024,01.Jul.2024,0.0
ID1019,csk.testEngineer,01.Jul.2024,01.Aug.2024,0.0
ID1019,csk.testEngineer,01.Aug.2024,01.Sep.2024,0.0
ID1019,csk.testEngineer,01.Sep.2024,01.Oct.2024,0.0
ID1019,csk.testEngineer,01.Oct.2024,01.Nov.2024,0.0
ID1019,csk.testEngineer,01.Nov.2024,01.Dec.2024,0.0
ID1019,csk.testEngineer,01.Dec.2024,01.Jan.2025,0.0
ID1019,csk.testEngineer,01.Jan.2025,01.Feb.2025,0.0
ID1019,csk.testEngineer,01.Feb.2025,01.Mar.2025,0.0
ID1019,csk.testEngineer,01.Mar.2025,01.Apr.2025,0.0
ID1019,csk.testEngineer,01.Apr.2025,01.May.2025,0.0
ID1019,csk.testEngineer,01.May.2025,01.Jun.2025,0.0
ID1019,csk.testEngineer,01.Jun.2025,01.Jul.2025,0.0
ID1019,csk.testEngineer,01.Jul.2025,01.Aug.2025,0.0
ID1019,csk.testEngineer,01.Aug.2025,01.Sep.2025,0.0
ID1019,csk.testEngineer,01.Sep.2025,01.Oct.2025,0.0
ID1019,csk.testEngineer,01.Oct.2025,01.Nov.2025,0.0
ID1019,csk.testEngineer,01.Nov.2025,01.Dec.2025,0.0
ID1019,csk.testEngineer,01.Dec.2025,01.Jan.2026,0.0
ID1019,csk.businessAnalyst,01.Jan.2023,01.Feb.2023,0.0
ID1019,csk.businessAnalyst,01.Feb.2023,01.Mar.2023,0.0
ID1019,csk.businessAnalyst,01.Mar.2023,01.Apr.2023,0.0
ID1019,csk.businessAnalyst,01.Apr.2023,01.May.2023,0.0
ID1019,csk.businessAnalyst,01.May.2023,01.Jun.2023,0.0
ID1019,csk.businessAnalyst,01.Jun.2023,01.Jul.2023,0.0
ID1019,csk.businessAnalyst,01.Jul.2023,01.Aug.2023,0.0
ID1019,csk.businessAnalyst,01.Aug.2023,01.Sep.2023,0.0
ID1019,csk.businessAnalyst,01.Sep.2023,01.Oct.2023,0.0
ID1019,csk.businessAnalyst,01.Oct.2023,01.Nov.2023,0.0
ID1019,csk.businessAnalyst,01.Nov.2023,01.Dec.2023,0.0
ID1019,csk.businessAnalyst,01.Dec.2023,01.Jan.2024,0.0
ID1019,csk.businessAnalyst,01.Jan.2024,01.Feb.2024,0.0
ID1019,csk.businessAnalyst,01.Feb.2024,01.Mar.2024,0.0
ID1019,csk.businessAnalyst,01.Mar.2024,01.Apr.2024,0.0
ID1019,csk.businessAnalyst,01.Apr.2024,01.May.2024,0.0
ID1019,csk.businessAnalyst,01.May.2024,01.Jun.2024,0.0
ID1019,csk.businessAnalyst,01.Jun.2024,01.Jul.2024,0.0
ID1019,csk.businessAnalyst,01.Jul.2024,01.Aug.2024,0.0
ID1019,csk.businessAnalyst,01.Aug.2024,01.Sep.2024,0.0
ID1019,csk.businessAnalyst,01.Sep.2024,01.Oct.2024,0.0
ID1019,csk.businessAnalyst,01.Oct.2024,01.Nov.2024,0.0
ID1019,csk.businessAnalyst,01.Nov.2024,01.Dec.2024,0.0
ID1019,csk.businessAnalyst,01.Dec.2024,01.Jan.2025,0.0
ID1019,csk.businessAnalyst,01.Jan.2025,01.Feb.2025,0.0
ID1019,csk.businessAnalyst,01.Feb.2025,01.Mar.2025,0.0
ID1019,csk.businessAnalyst,01.Mar.2025,01.Apr.2025,0.0
ID1019,csk.businessAnalyst,01.Apr.2025,01.May.2025,0.0
ID1019,csk.businessAnalyst,01.May.2025,01.Jun.2025,0.0
ID1019,csk.businessAnalyst,01.Jun.2025,01.Jul.2025,0.0
ID1019,csk.businessAnalyst,01.Jul.2025,01.Aug.2025,0.0
ID1019,csk.businessAnalyst,01.Aug.2025,01.Sep.2025,0.0
ID1019,csk.businessAnalyst,01.Sep.2025,01.Oct.2025,0.0
ID1019,csk.businessAnalyst,01.Oct.2025,01.Nov.2025,0.0
ID1019,csk.businessAnalyst,01.Nov.2025,01.Dec.2025,0.0
ID1019,csk.businessAnalyst,01.Dec.2025,01.Jan.2026,0.0
ID1020,csk.networkEngineer,01.Jan.2023,01.Feb.2023,0.0
ID1020,csk.networkEngineer,01.Feb.2023,01.Mar.2023,0.0
ID1020,csk.networkEngineer,01.Mar.2023,01.Apr.2023,0.0
ID1020,csk.networkEngineer,01.Apr.2023,01.May.2023,0.0
ID1020,csk.networkEngineer,01.May.2023,01.Jun.2023,0.0
ID1020,csk.networkEngineer,01.Jun.2023,01.Jul.2023,0.0
ID1020,csk.networkEngineer,01.Jul.2023,01.Aug.2023,0.0
ID1020,csk.networkEngineer,01.Aug.2023,01.Sep.2023,0.0
ID1020,csk.networkEngineer,01.Sep.2023,01.Oct.2023,0.0
ID1020,csk.networkEngineer,01.Oct.2023,01.Nov.2023,0.0
ID1020,csk.networkEngineer,01.Nov.2023,01.Dec.2023,0.0
ID1020,csk.networkEngineer,01.Dec.2023,01.Jan.2024,0.0
ID1020,csk.networkEngineer,01.Jan.2024,01.Feb.2024,0.0
ID1020,csk.networkEngineer,01.Feb.2024,01.Mar.2024,0.0
ID1020,csk.networkEngineer,01.Mar.2024,01.Apr.2024,0.0
ID1020,csk.networkEngineer,01.Apr.2024,01.May.2024,0.0
ID1020,csk.networkEngineer,01.May.2024,01.Jun.2024,0.0
ID1020,csk.networkEngineer,01.Jun.2024,01.Jul.2024,0.0
ID1020,csk.networkEngineer,01.Jul.2024,01.Aug.2024,0.0
ID1020,csk.networkEngineer,01.Aug.2024,01.Sep.2024,0.0
ID1020,csk.networkEngineer,01.Sep.2024,01.Oct.2024,0.0
ID1020,csk.networkEngineer,01.Oct.2024,01.Nov.2024,0.0
ID1020,csk.networkEngineer,01.Nov.2024,01.Dec.2024,0.0
ID1020,csk.networkEngineer,01.Dec.2024,01.Jan.2025,0.0
ID1020,csk.networkEngineer,01.Jan.2025,01.Feb.2025,0.0
ID1020,csk.networkEngineer,01.Feb.2025,01.Mar.2025,0.0
ID1020,csk.networkEngineer,01.Mar.2025,01.Apr.2025,0.0
ID1020,csk.networkEngineer,01.Apr.2025,01.May.2025,0.0
ID1020,csk.networkEngineer,01.May.2025,01.Jun.2025,0.0
ID1020,csk.networkEngineer,01.Jun.2025,01.Jul.2025,0.0
ID1020,csk.networkEngineer,01.Jul.2025,01.Aug.2025,0.0
ID1020,csk.networkEngineer,01.Aug.2025,01.Sep.2025,0.0
ID1020,csk.networkEngineer,01.Sep.2025,01.Oct.2025,0.0
ID1020,csk.networkEngineer,01.Oct.2025,01.Nov.2025,0.0
ID1020,csk.networkEngineer,01.Nov.2025,01.Dec.2025,0.0
ID1020,csk.networkEngineer,01.Dec.2025,01.Jan.2026,0.0
ID1020,carlosPerez,01.Jan.2023,01.Feb.2023,0.0
ID1020,carlosPerez,01.Feb.2023,01.Mar.2023,0.0
ID1020,carlosPerez,01.Mar.2023,01.Apr.2023,0.0
ID1020,carlosPerez,01.Apr.2023,01.May.2023,0.0
ID1020,carlosPerez,01.May.2023,01.Jun.2023,0.0
ID1020,carlosPerez,01.Jun.2023,01.Jul.2023,0.0
ID1020,carlosPerez,01.Jul.2023,01.Aug.2023,0.0
ID1020,carlosPerez,01.Aug.2023,01.Sep.2023,0.0
ID1020,carlosPerez,01.Sep.2023,01.Oct.2023,0.0
ID1020,carlosPerez,01.Oct.2023,01.Nov.2023,0.0
ID1020,carlosPerez,01.Nov.2023,01.Dec.2023,0.0
ID1020,carlosPerez,01.Dec.2023,01.Jan.2024,0.0
ID1020,carlosPerez,01.Jan.2024,01.Feb.2024,0.0
ID1020,carlosPerez,01.Feb.2024,01.Mar.2024,0.0
ID1020,carlosPerez,01.Mar.2024,01.Apr.2024,0.0
ID1020,carlosPerez,01.Apr.2024,01.May.2024,0.0
ID1020,carlosPerez,01.May.2024,01.Jun.2024,0.0
ID1020,carlosPerez,01.Jun.2024,01.Jul.2024,0.0
ID1020,carlosPerez,01.Jul.2024,01.Aug.2024,0.0
ID1020,carlosPerez,01.Aug.2024,01.Sep.2024,0.0
ID1020,carlosPerez,01.Sep.2024,01.Oct.2024,0.0
ID1020,carlosPerez,01.Oct.2024,01.Nov.2024,0.0
ID1020,carlosPerez,01.Nov.2024,01.Dec.2024,0.0
ID1020,carlosPerez,01.Dec.2024,01.Jan.2025,0.0
ID1020,carlosPerez,01.Jan.2025,01.Feb.2025,0.0
ID1020,carlosPerez,01.Feb.2025,01.Mar.2025,0.0
ID1020,carlosPerez,01.Mar.2025,01.Apr.2025,0.0
ID1020,carlosPerez,01.Apr.2025,01.May.2025,0.0
ID1020,carlosPerez,01.May.2025,01.Jun.2025,0.0
ID1020,carlosPerez,01.Jun.2025,01.Jul.2025,0.0
ID1020,carlosPerez,01.Jul.2025,01.Aug.2025,0.0
ID1020,carlosPerez,01.Aug.2025,01.Sep.2025,0.0
ID1020,carlosPerez,01.Sep.2025,01.Oct.2025,0.0
ID1020,carlosPerez,01.Oct.2025,01.Nov.2025,0.0
ID1020,carlosPerez,01.Nov.2025,01.Dec.2025,0.0
ID1020,carlosPerez,01.Dec.2025,01.Jan.2026,0.0
ID1021,henryReed,01.Jan.2023,01.Feb.2023,0.0
ID1021,henryReed,01.Feb.2023,01.Mar.2023,0.0
ID1021,henryReed,01.Mar.2023,01.Apr.2023,0.0
ID1021,henryReed,01.Apr.2023,01.May.2023,0.0
ID1021,henryReed,01.May.2023,01.Jun.2023,0.0
ID1021,henryReed,01.Jun.2023,01.Jul.2023,0.0
ID1021,henryReed,01.Jul.2023,01.Aug.2023,0.0
ID1021,henryReed,01.Aug.2023,01.Sep.2023,0.0
ID1021,henryReed,01.Sep.2023,01.Oct.2023,0.0
ID1021,henryReed,01.Oct.2023,01.Nov.2023,0.0
ID1021,henryReed,01.Nov.2023,01.Dec.2023,0.0
ID1021,henryReed,01.Dec.2023,01.Jan.2024,0.0
ID1021,henryReed,01.Jan.2024,01.Feb.2024,0.0
ID1021,henryReed,01.Feb.2024,01.Mar.2024,0.0
ID1021,henryReed,01.Mar.2024,01.Apr.2024,0.0
ID1021,henryReed,01.Apr.2024,01.May.2024,0.0
ID1021,henryReed,01.May.2024,01.Jun.2024,0.0
ID1021,henryReed,01.Jun.2024,01.Jul.2024,0.0
ID1021,henryReed,01.Jul.2024,01.Aug.2024,0.0
ID1021,henryReed,01.Aug.2024,01.Sep.2024,0.0
ID1021,henryReed,01.Sep.2024,01.Oct.2024,0.0
ID1021,henryReed,01.Oct.2024,01.Nov.2024,0.0
ID1021,henryReed,01.Nov.2024,01.Dec.2024,0.0
ID1021,henryReed,01.Dec.2024,01.Jan.2025,0.0
ID1021,henryReed,01.Jan.2025,01.Feb.2025,0.0
ID1021,henryReed,01.Feb.2025,01.Mar.2025,0.0
ID1021,henryReed,01.Mar.2025,01.Apr.2025,0.0
ID1021,henryReed,01.Apr.2025,01.May.2025,0.0
ID1021,henryReed,01.May.2025,01.Jun.2025,0.0
ID1021,henryReed,01.Jun.2025,01.Jul.2025,0.0
ID1021,henryReed,01.Jul.2025,01.Aug.2025,0.0
ID1021,henryReed,01.Aug.2025,01.Sep.2025,0.0
ID1021,henryReed,01.Sep.2025,01.Oct.2025,0.0
ID1021,henryReed,01.Oct.2025,01.Nov.2025,0.0
ID1021,henryReed,01.Nov.2025,01.Dec.2025,0.0
ID1021,henryReed,01.Dec.2025,01.Jan.2026,0.0
ID1021,csk.businessAnalyst,01.Jan.2023,01.Feb.2023,0.0
ID1021,csk.businessAnalyst,01.Feb.2023,01.Mar.2023,0.0
ID1021,csk.businessAnalyst,01.Mar.2023,01.Apr.2023,0.0
ID1021,csk.businessAnalyst,01.Apr.2023,01.May.2023,0.0
ID1021,csk.businessAnalyst,01.May.2023,01.Jun.2023,0.0
ID1021,csk.businessAnalyst,01.Jun.2023,01.Jul.2023,0.0
ID1021,csk.businessAnalyst,01.Jul.2023,01.Aug.2023,0.0
ID1021,csk.businessAnalyst,01.Aug.2023,01.Sep.2023,0.0
ID1021,csk.businessAnalyst,01.Sep.2023,01.Oct.2023,0.0
ID1021,csk.businessAnalyst,01.Oct.2023,01.Nov.2023,0.0
ID1021,csk.businessAnalyst,01.Nov.2023,01.Dec.2023,0.0
ID1021,csk.businessAnalyst,01.Dec.2023,01.Jan.2024,0.0
ID1021,csk.businessAnalyst,01.Jan.2024,01.Feb.2024,0.0
ID1021,csk.businessAnalyst,01.Feb.2024,01.Mar.2024,0.0
ID1021,csk.businessAnalyst,01.Mar.2024,01.Apr.2024,0.0
ID1021,csk.businessAnalyst,01.Apr.2024,01.May.2024,0.0
ID1021,csk.businessAnalyst,01.May.2024,01.Jun.2024,0.0
ID1021,csk.businessAnalyst,01.Jun.2024,01.Jul.2024,0.0
ID1021,csk.businessAnalyst,01.Jul.2024,01.Aug.2024,0.0
ID1021,csk.businessAnalyst,01.Aug.2024,01.Sep.2024,0.0
ID1021,csk.businessAnalyst,01.Sep.2024,01.Oct.2024,0.0
ID1021,csk.businessAnalyst,01.Oct.2024,01.Nov.2024,0.0
ID1021,csk.businessAnalyst,01.Nov.2024,01.Dec.2024,0.0
ID1021,csk.businessAnalyst,01.Dec.2024,01.Jan.2025,0.0
ID1021,csk.businessAnalyst,01.Jan.2025,01.Feb.2025,0.0
ID1021,csk.businessAnalyst,01.Feb.2025,01.Mar.2025,0.0
ID1021,csk.businessAnalyst,01.Mar.2025,01.Apr.2025,0.0
ID1021,csk.businessAnalyst,01.Apr.2025,01.May.2025,0.0
ID1021,csk.businessAnalyst,01.May.2025,01.Jun.2025,0.0
ID1021,csk.businessAnalyst,01.Jun.2025,01.Jul.2025,0.0
ID1021,csk.businessAnalyst,01.Jul.2025,01.Aug.2025,0.0
ID1021,csk.businessAnalyst,01.Aug.2025,01.Sep.2025,0.0
ID1021,csk.businessAnalyst,01.Sep.2025,01.Oct.2025,0.0
ID1021,csk.businessAnalyst,01.Oct.2025,01.Nov.2025,0.0
ID1021,csk.businessAnalyst,01.Nov.2025,01.Dec.2025,0.0
ID1021,csk.businessAnalyst,01.Dec.2025,01.Jan.2026,0.0
ID1021,csk.storageArchitect,01.Jan.2023,01.Feb.2023,0.0
ID1021,csk.storageArchitect,01.Feb.2023,01.Mar.2023,0.0
ID1021,csk.storageArchitect,01.Mar.2023,01.Apr.2023,0.0
ID1021,csk.storageArchitect,01.Apr.2023,01.May.2023,0.0
ID1021,csk.storageArchitect,01.May.2023,01.Jun.2023,0.0
ID1021,csk.storageArchitect,01.Jun.2023,01.Jul.2023,0.0
ID1021,csk.storageArchitect,01.Jul.2023,01.Aug.2023,0.0
ID1021,csk.storageArchitect,01.Aug.2023,01.Sep.2023,0.0
ID1021,csk.storageArchitect,01.Sep.2023,01.Oct.2023,0.0
ID1021,csk.storageArchitect,01.Oct.2023,01.Nov.2023,0.0
ID1021,csk.storageArchitect,01.Nov.2023,01.Dec.2023,0.0
ID1021,csk.storageArchitect,01.Dec.2023,01.Jan.2024,0.0
ID1021,csk.storageArchitect,01.Jan.2024,01.Feb.2024,0.0
ID1021,csk.storageArchitect,01.Feb.2024,01.Mar.2024,0.0
ID1021,csk.storageArchitect,01.Mar.2024,01.Apr.2024,0.0
ID1021,csk.storageArchitect,01.Apr.2024,01.May.2024,0.0
ID1021,csk.storageArchitect,01.May.2024,01.Jun.2024,0.0
ID1021,csk.storageArchitect,01.Jun.2024,01.Jul.2024,0.0
ID1021,csk.storageArchitect,01.Jul.2024,01.Aug.2024,0.0
ID1021,csk.storageArchitect,01.Aug.2024,01.Sep.2024,0.0
ID1021,csk.storageArchitect,01.Sep.2024,01.Oct.2024,0.0
ID1021,csk.storageArchitect,01.Oct.2024,01.Nov.2024,0.0
ID1021,csk.storageArchitect,01.Nov.2024,01.Dec.2024,0.0
ID1021,csk.storageArchitect,01.Dec.2024,01.Jan.2025,0.0
ID1021,csk.storageArchitect,01.Jan.2025,01.Feb.2025,0.0
ID1021,csk.storageArchitect,01.Feb.2025,01.Mar.2025,0.0
ID1021,csk.storageArchitect,01.Mar.2025,01.Apr.2025,0.0
ID1021,csk.storageArchitect,01.Apr.2025,01.May.2025,0.0
ID1021,csk.storageArchitect,01.May.2025,01.Jun.2025,0.0
ID1021,csk.storageArchitect,01.Jun.2025,01.Jul.2025,0.0
ID1021,csk.storageArchitect,01.Jul.2025,01.Aug.2025,0.0
ID1021,csk.storageArchitect,01.Aug.2025,01.Sep.2025,0.0
ID1021,csk.storageArchitect,01.Sep.2025,01.Oct.2025,0.0
ID1021,csk.storageArchitect,01.Oct.2025,01.Nov.2025,0.0
ID1021,csk.storageArchitect,01.Nov.2025,01.Dec.2025,0.0
ID1021,csk.storageArchitect,01.Dec.2025,01.Jan.2026,0.0
ID1022,alexRiviera,01.Jan.2023,01.Feb.2023,0.0
ID1022,alexRiviera,01.Feb.2023,01.Mar.2023,0.0
ID1022,alexRiviera,01.Mar.2023,01.Apr.2023,0.0
ID1022,alexRiviera,01.Apr.2023,01.May.2023,0.0
ID1022,alexRiviera,01.May.2023,01.Jun.2023,0.0
ID1022,alexRiviera,01.Jun.2023,01.Jul.2023,0.0
ID1022,alexRiviera,01.Jul.2023,01.Aug.2023,0.0
ID1022,alexRiviera,01.Aug.2023,01.Sep.2023,0.0
ID1022,alexRiviera,01.Sep.2023,01.Oct.2023,0.0
ID1022,alexRiviera,01.Oct.2023,01.Nov.2023,0.0
ID1022,alexRiviera,01.Nov.2023,01.Dec.2023,0.0
ID1022,alexRiviera,01.Dec.2023,01.Jan.2024,0.0
ID1022,alexRiviera,01.Jan.2024,01.Feb.2024,0.0
ID1022,alexRiviera,01.Feb.2024,01.Mar.2024,0.0
ID1022,alexRiviera,01.Mar.2024,01.Apr.2024,0.0
ID1022,alexRiviera,01.Apr.2024,01.May.2024,0.0
ID1022,alexRiviera,01.May.2024,01.Jun.2024,0.0
ID1022,alexRiviera,01.Jun.2024,01.Jul.2024,0.0
ID1022,alexRiviera,01.Jul.2024,01.Aug.2024,0.0
ID1022,alexRiviera,01.Aug.2024,01.Sep.2024,0.0
ID1022,alexRiviera,01.Sep.2024,01.Oct.2024,0.0
ID1022,alexRiviera,01.Oct.2024,01.Nov.2024,0.0
ID1022,alexRiviera,01.Nov.2024,01.Dec.2024,0.0
ID1022,alexRiviera,01.Dec.2024,01.Jan.2025,0.0
ID1022,alexRiviera,01.Jan.2025,01.Feb.2025,0.0
ID1022,alexRiviera,01.Feb.2025,01.Mar.2025,0.0
